user_id,age,gender,current_role,years_of_experience,current_industry,previous_roles,key_skills,certifications,desired_role,preferred_industry,short_term_goal,long_term_goal,learning_style,time_available_per_week,motivation_level,recommended_skills
1588,27,Female,Entrepreneur,1.6,Education,Entrepreneur,"Python, Java",Scrum Master,Team Lead,Healthcare,Promotion,Expertise,Hands-on,19,8,"Python, Java"
1589,45,Female,Data Analyst,10.3,Education,"Software Engineer, Data Analyst","Project Management, Cloud Computing, SEO, Java","PMP, Google Analytics",Creative Director,IT,Role Switch,Leadership,Reading,8,2,Data Analysis
1590,44,Female,Entrepreneur,9.8,Healthcare,Marketing Specialist,"Data Analysis, Java, SEO, Cloud Computing","Scrum Master, AWS Certified",Team Lead,Healthcare,Role Switch,Leadership,Collaborative,14,9,"Leadership, Python, Java"
1591,22,Male,Entrepreneur,18.1,Marketing,"Data Analyst, Software Engineer","Cloud Computing, Project Management",,Creative Director,Healthcare,Role Switch,Expertise,Collaborative,15,7,"Java, SEO"
1592,28,Female,HR Manager,2.2,Finance,"Content Writer, Data Analyst, Software Engineer","Cloud Computing, Data Analysis, Python",None,Business Consultant,Education,Promotion,Expertise,Hands-on,24,10,"Java, Project Management, SEO"
1593,44,Female,HR Manager,11.0,IT,"HR Manager, Entrepreneur","Project Management, Cloud Computing, SEO, Python",,Data Scientist,Education,Upskilling,Expertise,Collaborative,6,3,"Leadership, SEO"
1594,35,Female,Marketing Specialist,18.8,Healthcare,Software Engineer,"Project Management, Cloud Computing, Python, SEO",None,Data Scientist,Marketing,Upskilling,Expertise,Reading,6,8,"Leadership, Project Management"
1595,51,Female,HR Manager,9.9,IT,"Entrepreneur, Software Engineer, HR Manager","Data Analysis, Java, Project Management, Python, SEO",None,Data Scientist,Education,Upskilling,Expertise,Hands-on,14,1,Cloud Computing
1596,32,Female,Entrepreneur,2.2,Healthcare,Marketing Specialist,"Data Analysis, Python, SEO, Java, Cloud Computing",AWS Certified,Creative Director,Healthcare,Upskilling,Leadership,Reading,8,3,Leadership
1597,54,Female,Entrepreneur,12.2,Healthcare,"Data Analyst, Content Writer, Marketing Specialist","Python, SEO, Cloud Computing","AWS Certified, Google Analytics",Creative Director,Marketing,Promotion,Entrepreneurship,Reading,11,7,"Cloud Computing, Leadership"
1598,32,Female,HR Manager,3.5,IT,Content Writer,"SEO, Leadership, Project Management","Google Analytics, AWS Certified",Project Manager,IT,Promotion,Entrepreneurship,Reading,26,1,Python
1599,54,Male,Data Analyst,13.6,Marketing,Software Engineer,"Java, Leadership, Data Analysis","AWS Certified, Google Analytics",Team Lead,Healthcare,Promotion,Leadership,Reading,21,2,"Java, Python"
1600,35,Male,Software Engineer,19.7,IT,"Marketing Specialist, Software Engineer","Data Analysis, Python","Google Analytics, PMP, Scrum Master",Project Manager,Healthcare,Promotion,Leadership,Hands-on,5,5,"SEO, Data Analysis"
1601,49,Male,Software Engineer,18.2,Marketing,"Data Analyst, Entrepreneur","Cloud Computing, SEO","Google Analytics, PMP, AWS Certified",Creative Director,IT,Promotion,Entrepreneurship,Reading,19,6,"Python, Data Analysis, Java"
1602,29,Male,Data Analyst,5.0,Education,"Data Analyst, Software Engineer","Data Analysis, SEO","AWS Certified, PMP",Team Lead,Finance,Role Switch,Entrepreneurship,Collaborative,5,10,"Data Analysis, Python"
1603,39,Male,Data Analyst,16.1,IT,"HR Manager, Data Analyst","Java, SEO, Data Analysis, Cloud Computing, Project Management","AWS Certified, Google Analytics, Scrum Master",Team Lead,Marketing,Promotion,Leadership,Reading,27,6,"Python, Data Analysis, Leadership"
1604,25,Male,Entrepreneur,1.3,Marketing,"Marketing Specialist, Data Analyst","SEO, Leadership","PMP, Google Analytics",Creative Director,Marketing,Upskilling,Leadership,Hands-on,12,6,"Python, Project Management"
1605,46,Female,Content Writer,10.6,IT,"Marketing Specialist, Software Engineer","Project Management, Leadership",None,Project Manager,IT,Role Switch,Entrepreneurship,Hands-on,23,4,"Leadership, Data Analysis, Cloud Computing"
1606,38,Female,HR Manager,3.4,Marketing,"Content Writer, Software Engineer","Leadership, SEO, Data Analysis, Cloud Computing",,Creative Director,Finance,Role Switch,Leadership,Collaborative,25,1,Leadership
1607,43,Male,Content Writer,15.5,Education,Marketing Specialist,"Python, Data Analysis, Leadership, Cloud Computing","Google Analytics, AWS Certified",Creative Director,Marketing,Promotion,Expertise,Hands-on,14,1,"Python, Leadership"
1608,49,Male,HR Manager,17.0,Marketing,"Content Writer, Software Engineer","Java, SEO, Project Management, Data Analysis, Python",,Business Consultant,Healthcare,Upskilling,Expertise,Reading,14,4,"Cloud Computing, Java, SEO"
1609,51,Male,Content Writer,4.3,Education,Content Writer,"Data Analysis, Java, SEO, Python",,Team Lead,Education,Upskilling,Leadership,Collaborative,5,8,"Data Analysis, Python, Leadership"
1610,50,Female,Data Analyst,2.3,Education,Entrepreneur,"Data Analysis, Leadership",AWS Certified,Project Manager,IT,Promotion,Entrepreneurship,Reading,28,4,SEO
1611,37,Male,Software Engineer,8.1,Finance,"Data Analyst, HR Manager, Marketing Specialist","Python, Java","Scrum Master, AWS Certified",Data Scientist,Marketing,Role Switch,Expertise,Reading,19,9,"Cloud Computing, Java, Project Management"
1612,30,Female,Data Analyst,4.3,Marketing,"HR Manager, Entrepreneur","Python, SEO","Google Analytics, AWS Certified",Business Consultant,Healthcare,Role Switch,Expertise,Collaborative,24,3,"Data Analysis, Java"
1613,34,Female,Software Engineer,19.1,Marketing,"Entrepreneur, Data Analyst, Software Engineer","Data Analysis, Cloud Computing, Leadership, Project Management, Java",,Business Consultant,IT,Promotion,Expertise,Collaborative,27,2,Python
1614,41,Male,Marketing Specialist,16.3,IT,Marketing Specialist,"Leadership, SEO, Python","PMP, Scrum Master, AWS Certified",Data Scientist,Healthcare,Upskilling,Expertise,Collaborative,29,10,"Project Management, SEO"
1615,38,Male,Marketing Specialist,7.3,Healthcare,Entrepreneur,"Data Analysis, Project Management, Leadership, Python",None,Business Consultant,Finance,Promotion,Expertise,Collaborative,25,1,"SEO, Python"
1616,43,Female,Data Analyst,10.1,Healthcare,"Marketing Specialist, Entrepreneur, Software Engineer","Project Management, SEO, Cloud Computing",None,Creative Director,Education,Upskilling,Leadership,Reading,8,4,"SEO, Data Analysis"
1617,45,Male,HR Manager,10.3,IT,"Software Engineer, Entrepreneur","Python, SEO, Java, Project Management, Leadership",,Project Manager,Finance,Promotion,Expertise,Hands-on,18,9,"Cloud Computing, SEO, Java"
1618,46,Male,Data Analyst,5.9,IT,Data Analyst,"Leadership, Python","AWS Certified, PMP",Business Consultant,Finance,Role Switch,Entrepreneurship,Hands-on,5,7,Cloud Computing
1619,40,Male,Software Engineer,19.2,Healthcare,Content Writer,"Data Analysis, Leadership, Project Management, Cloud Computing, SEO",Google Analytics,Project Manager,Education,Upskilling,Expertise,Reading,17,3,"Data Analysis, Cloud Computing, Leadership"
1620,22,Female,Content Writer,17.1,Healthcare,"Content Writer, Data Analyst","Python, Cloud Computing, Java, Leadership",Scrum Master,Creative Director,Marketing,Upskilling,Leadership,Hands-on,6,7,"Python, Leadership"
1621,39,Female,Marketing Specialist,2.4,Education,Entrepreneur,"Project Management, Leadership, Cloud Computing, Data Analysis, Java",,Team Lead,IT,Upskilling,Expertise,Reading,23,1,"Cloud Computing, Data Analysis, Python"
1622,29,Male,Content Writer,10.0,Finance,"HR Manager, Content Writer","Data Analysis, Project Management, Python, Leadership, Java",Scrum Master,Project Manager,Marketing,Role Switch,Expertise,Hands-on,10,3,"Java, Cloud Computing"
1623,25,Female,HR Manager,6.7,Education,"Software Engineer, HR Manager, Data Analyst","Java, Data Analysis, Cloud Computing, Project Management, Python",Scrum Master,Team Lead,Education,Promotion,Entrepreneurship,Collaborative,26,6,"Python, Project Management, Data Analysis"
1624,48,Male,Data Analyst,6.8,IT,Software Engineer,"Python, SEO",None,Team Lead,Marketing,Promotion,Leadership,Reading,13,9,"Java, Python"
1625,25,Female,Software Engineer,3.3,IT,Marketing Specialist,"SEO, Data Analysis, Cloud Computing, Leadership",AWS Certified,Business Consultant,IT,Promotion,Entrepreneurship,Reading,5,7,"Python, Java, Cloud Computing"
1626,28,Female,Software Engineer,17.0,Marketing,Content Writer,"Data Analysis, Leadership, Cloud Computing, SEO, Python","Google Analytics, Scrum Master, PMP",Data Scientist,IT,Role Switch,Expertise,Collaborative,26,10,"Project Management, Java"
1627,36,Female,HR Manager,6.7,IT,Software Engineer,"Python, Project Management, SEO, Data Analysis, Java","AWS Certified, PMP",Team Lead,Education,Upskilling,Leadership,Collaborative,27,7,"Leadership, Cloud Computing"
1628,43,Male,Entrepreneur,14.4,IT,"HR Manager, Content Writer, Entrepreneur","Python, Leadership","Google Analytics, AWS Certified",Project Manager,Finance,Promotion,Expertise,Collaborative,8,6,SEO
1629,47,Female,Software Engineer,10.5,Healthcare,"Data Analyst, Software Engineer","SEO, Leadership, Data Analysis, Python, Java",None,Project Manager,Marketing,Promotion,Leadership,Reading,30,2,"Data Analysis, Leadership"
1630,36,Female,Marketing Specialist,12.6,Education,"Marketing Specialist, Software Engineer, Content Writer","Leadership, Data Analysis, Python, SEO, Cloud Computing",Scrum Master,Data Scientist,Finance,Promotion,Expertise,Collaborative,15,2,Python
1631,25,Female,Software Engineer,17.5,Marketing,"Content Writer, Software Engineer","Data Analysis, Cloud Computing","Google Analytics, PMP",Creative Director,Education,Upskilling,Entrepreneurship,Reading,11,10,Java
1632,28,Female,Software Engineer,13.0,Marketing,"HR Manager, Data Analyst, Content Writer","Java, Cloud Computing",None,Team Lead,Marketing,Promotion,Expertise,Reading,7,2,SEO
1633,52,Female,Data Analyst,8.3,IT,HR Manager,"Cloud Computing, Data Analysis, Python, Leadership",Scrum Master,Project Manager,IT,Role Switch,Leadership,Collaborative,11,9,"Leadership, Cloud Computing, Project Management"
1634,45,Female,Entrepreneur,5.1,Education,"Data Analyst, Entrepreneur","Data Analysis, Cloud Computing, Project Management, Python","Scrum Master, AWS Certified, PMP",Team Lead,Education,Upskilling,Entrepreneurship,Collaborative,12,9,"Java, Leadership, Data Analysis"
1635,31,Female,Entrepreneur,7.9,Education,HR Manager,"Data Analysis, Leadership, Java, SEO","Scrum Master, PMP, Google Analytics",Creative Director,IT,Upskilling,Leadership,Reading,29,6,Python
1636,50,Male,Marketing Specialist,14.9,Finance,"Entrepreneur, Marketing Specialist, Data Analyst","Data Analysis, Java, SEO, Leadership",None,Data Scientist,Marketing,Promotion,Expertise,Hands-on,24,3,"SEO, Leadership"
1637,40,Female,Marketing Specialist,14.2,Finance,"Content Writer, HR Manager","Java, Data Analysis, SEO",Google Analytics,Team Lead,Marketing,Role Switch,Expertise,Reading,10,3,"Python, Java, Data Analysis"
1638,36,Female,Entrepreneur,7.8,Healthcare,Software Engineer,"Cloud Computing, Python, Project Management, Leadership",Scrum Master,Team Lead,Marketing,Role Switch,Entrepreneurship,Collaborative,22,4,"Cloud Computing, Python, Project Management"
1639,23,Female,Software Engineer,11.4,IT,"HR Manager, Data Analyst, Marketing Specialist","Data Analysis, Cloud Computing, Leadership","PMP, Google Analytics",Business Consultant,IT,Upskilling,Leadership,Collaborative,25,6,Cloud Computing
1640,23,Female,Entrepreneur,18.3,Healthcare,"HR Manager, Software Engineer, Data Analyst","Leadership, Data Analysis",None,Data Scientist,Healthcare,Role Switch,Leadership,Hands-on,13,6,"Cloud Computing, SEO, Data Analysis"
1641,36,Male,Marketing Specialist,5.3,IT,"Data Analyst, Content Writer, HR Manager","Project Management, Leadership, Cloud Computing",,Data Scientist,Healthcare,Promotion,Leadership,Hands-on,11,7,"Data Analysis, SEO"
1642,41,Female,HR Manager,18.7,Finance,"Content Writer, HR Manager","Python, Cloud Computing, Leadership, Java, SEO","Scrum Master, PMP, Google Analytics",Data Scientist,IT,Role Switch,Expertise,Collaborative,21,8,"Cloud Computing, Leadership"
1643,52,Female,HR Manager,4.3,Education,Data Analyst,"Leadership, Project Management, Cloud Computing, Java, Python",None,Data Scientist,IT,Upskilling,Entrepreneurship,Hands-on,14,9,Java
1644,40,Male,Content Writer,5.7,IT,"Software Engineer, Data Analyst, Entrepreneur","Project Management, Python, Data Analysis, Leadership, SEO","Google Analytics, PMP",Project Manager,Finance,Role Switch,Leadership,Reading,22,1,"Leadership, Data Analysis, Python"
1645,50,Female,HR Manager,1.9,IT,"Entrepreneur, Software Engineer","Project Management, Data Analysis",,Data Scientist,Finance,Promotion,Expertise,Reading,22,4,"Leadership, SEO"
1646,35,Male,Software Engineer,10.5,Marketing,"Content Writer, HR Manager","Java, Leadership, SEO",Google Analytics,Project Manager,Healthcare,Upskilling,Expertise,Hands-on,10,6,Project Management
1647,37,Female,Content Writer,1.6,Finance,Content Writer,"Python, SEO, Leadership, Data Analysis","Scrum Master, PMP",Creative Director,IT,Role Switch,Entrepreneurship,Reading,9,4,Python
1648,35,Female,Software Engineer,3.3,Healthcare,"Software Engineer, Data Analyst, Content Writer","Python, SEO",,Creative Director,IT,Role Switch,Expertise,Collaborative,6,7,Python
1649,24,Female,Content Writer,17.3,Finance,"HR Manager, Data Analyst","Java, SEO",,Creative Director,Finance,Upskilling,Entrepreneurship,Hands-on,27,3,"Project Management, Data Analysis, Cloud Computing"
1650,23,Male,Data Analyst,14.2,Healthcare,"Software Engineer, Marketing Specialist, HR Manager","Leadership, SEO",None,Creative Director,Finance,Upskilling,Expertise,Reading,15,4,"Cloud Computing, Project Management"
1651,48,Male,Entrepreneur,12.5,Marketing,"Marketing Specialist, Data Analyst","Data Analysis, Java, SEO, Project Management","AWS Certified, Google Analytics, PMP",Data Scientist,IT,Upskilling,Leadership,Collaborative,11,8,Data Analysis
1652,54,Female,Marketing Specialist,18.0,IT,"Content Writer, Entrepreneur, HR Manager","Cloud Computing, Data Analysis, Project Management, SEO",None,Business Consultant,IT,Role Switch,Leadership,Reading,20,9,"Java, Project Management"
1653,36,Male,Marketing Specialist,14.2,Healthcare,Software Engineer,"Data Analysis, Project Management",None,Creative Director,Healthcare,Upskilling,Expertise,Collaborative,28,4,"Data Analysis, Leadership"
1654,27,Male,HR Manager,4.9,Healthcare,"Content Writer, Software Engineer","Data Analysis, Leadership, Project Management, Cloud Computing","PMP, AWS Certified, Google Analytics",Team Lead,Marketing,Role Switch,Expertise,Hands-on,18,10,"Project Management, SEO"
1655,32,Male,Data Analyst,18.5,Healthcare,Marketing Specialist,"Java, SEO, Python, Leadership, Cloud Computing","Google Analytics, Scrum Master, AWS Certified",Team Lead,Finance,Upskilling,Entrepreneurship,Reading,15,9,"Java, Data Analysis"
1656,44,Male,Marketing Specialist,2.0,Marketing,Software Engineer,"Cloud Computing, Leadership, Python, Project Management, SEO",None,Creative Director,Finance,Upskilling,Expertise,Hands-on,6,3,"SEO, Python, Data Analysis"
1657,55,Female,Software Engineer,2.6,IT,Marketing Specialist,"Leadership, SEO",None,Project Manager,Finance,Upskilling,Expertise,Collaborative,14,8,"SEO, Leadership"
1658,47,Female,Data Analyst,16.9,Healthcare,"Software Engineer, Content Writer, Entrepreneur","Cloud Computing, Python, Data Analysis, SEO","AWS Certified, Google Analytics",Data Scientist,Education,Upskilling,Expertise,Reading,24,4,"Java, SEO"
1659,27,Female,Marketing Specialist,7.4,Finance,"Entrepreneur, Data Analyst, Content Writer","Java, Project Management",Scrum Master,Data Scientist,Marketing,Upskilling,Entrepreneurship,Collaborative,16,4,"Leadership, Java"
1660,32,Female,Marketing Specialist,15.3,Education,HR Manager,"SEO, Cloud Computing","AWS Certified, Google Analytics",Creative Director,Education,Promotion,Expertise,Collaborative,17,1,"Cloud Computing, Leadership"
1661,39,Female,Content Writer,17.6,Education,"HR Manager, Software Engineer, Data Analyst","SEO, Java, Python, Data Analysis","AWS Certified, PMP, Scrum Master",Project Manager,Education,Promotion,Leadership,Collaborative,19,6,"SEO, Project Management"
1662,47,Female,Data Analyst,9.4,Healthcare,Entrepreneur,"SEO, Python, Java, Leadership",PMP,Creative Director,Finance,Role Switch,Leadership,Reading,21,8,"Python, Leadership, Data Analysis"
1663,47,Male,Software Engineer,6.5,Education,"HR Manager, Data Analyst","Cloud Computing, Project Management",None,Project Manager,Marketing,Promotion,Leadership,Collaborative,13,6,"Data Analysis, Java"
